Country Name,Country Code,GDP Type,Year,GDP Value
"Botswana","BWA","GDP at market prices (current US$)",2009,10267128733.351036
"Central African Republic","CAF","GDP at market prices (current US$)",2009,1981728140.7783325
"Canada","CAN","GDP at market prices (current US$)",2009,1370839821537.9231
"Central Europe and the Baltics","CEB","GDP at market prices (current US$)",2009,1276033727753.9634
"Switzerland","CHE","GDP at market prices (current US$)",2009,539528229942.10089
"Chile","CHL","GDP at market prices (current US$)",2009,171956955710.40002
"China","CHN","GDP at market prices (current US$)",2009,5059419738267.4121
"Cote d'Ivoire","CIV","GDP at market prices (current US$)",2009,24277493862.062496
"Cameroon","CMR","GDP at market prices (current US$)",2009,23381142146.648472
"Congo, Rep.","COG","GDP at market prices (current US$)",2009,9593536531.2377758
"Colombia","COL","GDP at market prices (current US$)",2009,233821670544.25751
"Comoros","COM","GDP at market prices (current US$)",2009,514788082.33695215
"Cabo Verde","CPV","GDP at market prices (current US$)",2009,1711817181.5296857
"Costa Rica","CRI","GDP at market prices (current US$)",2009,29382694860.853893
"Caribbean small states","CSS","GDP at market prices (current US$)",2009,55910552004.064407
"Cuba","CUB","GDP at market prices (current US$)",2009,62078600000
"Cyprus","CYP","GDP at market prices (current US$)",2009,25593262400.864544
"Czech Republic","CZE","GDP at market prices (current US$)",2009,205729790694.01459
"Germany","DEU","GDP at market prices (current US$)",2009,3418005001389.2749
"Djibouti","DJI","GDP at market prices (current US$)",2009,1049110684.724934
"Dominica","DMA","GDP at market prices (current US$)",2009,489259259.25925922
"Denmark","DNK","GDP at market prices (current US$)",2009,319762353336.19354
"Dominican Republic","DOM","GDP at market prices (current US$)",2009,48193458082.827431
"Algeria","DZA","GDP at market prices (current US$)",2009,137211039899.56969
"East Asia & Pacific (developing only)","EAP","GDP at market prices (current US$)",2009,6448271190502.9912
"East Asia & Pacific (all income levels)","EAS","GDP at market prices (current US$)",2009,14266092173114.551
"Europe & Central Asia (developing only)","ECA","GDP at market prices (current US$)",2009,1338810252358.1563
"Europe & Central Asia (all income levels)","ECS","GDP at market prices (current US$)",2009,20329892575826.469
"Ecuador","ECU","GDP at market prices (current US$)",2009,62519686000
"Egypt, Arab Rep.","EGY","GDP at market prices (current US$)",2009,188982374700.80511
"Euro area","EMU","GDP at market prices (current US$)",2009,12904081596834.623
"Eritrea","ERI","GDP at market prices (current US$)",2009,1856695551.2195122
"Spain","ESP","GDP at market prices (current US$)",2009,1499074742984.1624
"Estonia","EST","GDP at market prices (current US$)",2009,19652486801.889416
"Ethiopia","ETH","GDP at market prices (current US$)",2009,32437389116.038013
"European Union","EUU","GDP at market prices (current US$)",2009,17021967745990.129
"Fragile and conflict affected situations","FCS","GDP at market prices (current US$)",2009,510422901696.73633
"Finland","FIN","GDP at market prices (current US$)",2009,251499027507.64102
"Fiji","FJI","GDP at market prices (current US$)",2009,2870624635.6803193
"France","FRA","GDP at market prices (current US$)",2009,2693827452070.0195
"Faroe Islands","FRO","GDP at market prices (current US$)",2009,2257097731.5501862
"Micronesia, Fed. Sts.","FSM","GDP at market prices (current US$)",2009,277510900
"Gabon","GAB","GDP at market prices (current US$)",2009,12152235251.213345
"United Kingdom","GBR","GDP at market prices (current US$)",2009,2314577036921.6387
"Georgia","GEO","GDP at market prices (current US$)",2009,10766836276.563902
"Ghana","GHA","GDP at market prices (current US$)",2009,25977847813.742184
"Guinea","GIN","GDP at market prices (current US$)",2009,4609923756.1848545
"Gambia, The","GMB","GDP at market prices (current US$)",2009,900639747.93952942
"Guinea-Bissau","GNB","GDP at market prices (current US$)",2009,825796952.68291736
"Equatorial Guinea","GNQ","GDP at market prices (current US$)",2009,10219467607.382933
"Greece","GRC","GDP at market prices (current US$)",2009,330000252153.37592
"Grenada","GRD","GDP at market prices (current US$)",2009,771278098.14814806
"Greenland","GRL","GDP at market prices (current US$)",2009,2314737666.7951684
"Guatemala","GTM","GDP at market prices (current US$)",2009,37733609953.9306
"Guyana","GUY","GDP at market prices (current US$)",2009,2025565089.4827168
"High income","HIC","GDP at market prices (current US$)",2009,44858878599347.039
"Hong Kong SAR, China","HKG","GDP at market prices (current US$)",2009,214046415026.18747
"Honduras","HND","GDP at market prices (current US$)",2009,14587496229.18111
"Heavily indebted poor countries (HIPC)","HPC","GDP at market prices (current US$)",2009,418892786679.68176
"Croatia","HRV","GDP at market prices (current US$)",2009,62703095750.525742
"Haiti","HTI","GDP at market prices (current US$)",2009,6584649419.2834768
"Hungary","HUN","GDP at market prices (current US$)",2009,129774040645.10677
"Indonesia","IDN","GDP at market prices (current US$)",2009,539580085612.40143
"India","IND","GDP at market prices (current US$)",2009,1365371474048.9253
"Ireland","IRL","GDP at market prices (current US$)",2009,235387174076.13226
"Iran, Islamic Rep.","IRN","GDP at market prices (current US$)",2009,398978104575.33112
"Iraq","IRQ","GDP at market prices (current US$)",2009,111660855042.73506
"Iceland","ISL","GDP at market prices (current US$)",2009,12855269883.79015
"Israel","ISR","GDP at market prices (current US$)",2009,208068814688.60461
"Italy","ITA","GDP at market prices (current US$)",2009,2186239347457.6272
"Jamaica","JAM","GDP at market prices (current US$)",2009,12037473160.809132
"Jordan","JOR","GDP at market prices (current US$)",2009,23818322957.746483
"Japan","JPN","GDP at market prices (current US$)",2009,5035141567658.8994
"Kazakhstan","KAZ","GDP at market prices (current US$)",2009,115308661142.92726
"Kenya","KEN","GDP at market prices (current US$)",2009,37021512048.815796
"Kyrgyz Republic","KGZ","GDP at market prices (current US$)",2009,4690062255.12247
"Cambodia","KHM","GDP at market prices (current US$)",2009,10401851850.610821
"Kiribati","KIR","GDP at market prices (current US$)",2009,127125253.47059742
"St. Kitts and Nevis","KNA","GDP at market prices (current US$)",2009,708891299.22592592
"Korea, Rep.","KOR","GDP at market prices (current US$)",2009,901934953364.71082
"Kosovo","KSV","GDP at market prices (current US$)",2009,5653792720.2000551
"Kuwait","KWT","GDP at market prices (current US$)",2009,105899930507.29674
"Latin America & Caribbean (developing only)","LAC","GDP at market prices (current US$)",2009,3287117670691.4014
"Lao PDR","LAO","GDP at market prices (current US$)",2009,5832915387.0890837
"Lebanon","LBN","GDP at market prices (current US$)",2009,35139635157.5456
"Liberia","LBR","GDP at market prices (current US$)",2009,1155147400
"Libya","LBY","GDP at market prices (current US$)",2009,63028320702.0343
"St. Lucia","LCA","GDP at market prices (current US$)",2009,1186800341.1481481
"Latin America & Caribbean (all income levels)","LCN","GDP at market prices (current US$)",2009,4344426603212.5029
"Least developed countries: UN classification","LDC","GDP at market prices (current US$)",2009,565573381257.494
"Low income","LIC","GDP at market prices (current US$)",2009,259558839219.23627
"Liechtenstein","LIE","GDP at market prices (current US$)",2009,4504376589.9239044
"Sri Lanka","LKA","GDP at market prices (current US$)",2009,42066217871.534859
"Lower middle income","LMC","GDP at market prices (current US$)",2009,3569786121495.5425
"Low & middle income","LMY","GDP at market prices (current US$)",2009,14938452997428.564
"Lesotho","LSO","GDP at market prices (current US$)",2009,1711412960.1000745
"Lithuania","LTU","GDP at market prices (current US$)",2009,37440673477.898247
"Luxembourg","LUX","GDP at market prices (current US$)",2009,50386496248.958046
"Latvia","LVA","GDP at market prices (current US$)",2009,26144610786.76675
"Macao SAR, China","MAC","GDP at market prices (current US$)",2009,21313219443.157196
"Morocco","MAR","GDP at market prices (current US$)",2009,92897320375.8176
"Monaco","MCO","GDP at market prices (current US$)",2009,5557245122.3157635
"Moldova","MDA","GDP at market prices (current US$)",2009,5439422031.3962708
"Madagascar","MDG","GDP at market prices (current US$)",2009,8550363974.7924261
"Maldives","MDV","GDP at market prices (current US$)",2009,2166330189.3295155
"Middle East & North Africa (all income levels)","MEA","GDP at market prices (current US$)",2009,2350793490210.7285
"Mexico","MEX","GDP at market prices (current US$)",2009,893368974136.97412
"Marshall Islands","MHL","GDP at market prices (current US$)",2009,152130186.03477302
"Middle income","MIC","GDP at market prices (current US$)",2009,14678558822169.809
"Macedonia, FYR","MKD","GDP at market prices (current US$)",2009,9401731495.7166119
"Mali","MLI","GDP at market prices (current US$)",2009,8964480394.8063927
"Malta","MLT","GDP at market prices (current US$)",2009,8099400960.9762745
"Middle East & North Africa (developing only)","MNA","GDP at market prices (current US$)",2009,1180044985534.1851
"Montenegro","MNE","GDP at market prices (current US$)",2009,4141382328.4245625
"Mongolia","MNG","GDP at market prices (current US$)",2009,4583850367.88972
"Mozambique","MOZ","GDP at market prices (current US$)",2009,10911698208.101519
"Mauritania","MRT","GDP at market prices (current US$)",2009,3662281667.8516755
"Mauritius","MUS","GDP at market prices (current US$)",2009,8834661042.9351864
"Malawi","MWI","GDP at market prices (current US$)",2009,5030641493.1545572
"Malaysia","MYS","GDP at market prices (current US$)",2009,202257586267.55566
"North America","NAC","GDP at market prices (current US$)",2009,15795385199537.924
"Namibia","NAM","GDP at market prices (current US$)",2009,8876191120.7618885
"Niger","NER","GDP at market prices (current US$)",2009,5397121856.3520374
"Nigeria","NGA","GDP at market prices (current US$)",2009,169481317540.36389
"Nicaragua","NIC","GDP at market prices (current US$)",2009,8380731876.3981428
"Netherlands","NLD","GDP at market prices (current US$)",2009,857932759099.74988
"High income: nonOECD","NOC","GDP at market prices (current US$)",2009,4134331845316.3838
"Norway","NOR","GDP at market prices (current US$)",2009,386383919342.27057
"Nepal","NPL","GDP at market prices (current US$)",2009,12854985464.076431
"New Zealand","NZL","GDP at market prices (current US$)",2009,120466631957.02417
"High income: OECD","OEC","GDP at market prices (current US$)",2009,40735259297472.688
"OECD members","OED","GDP at market prices (current US$)",2009,42243182193416.109
"Oman","OMN","GDP at market prices (current US$)",2009,48388296488.946671
"Other small states","OSS","GDP at market prices (current US$)",2009,69638376902.102615
"Pakistan","PAK","GDP at market prices (current US$)",2009,168152775283.03159
"Panama","PAN","GDP at market prices (current US$)",2009,25925099999.999996
"Peru","PER","GDP at market prices (current US$)",2009,121192333742.77936
"Philippines","PHL","GDP at market prices (current US$)",2009,168334599538.16824
"Palau","PLW","GDP at market prices (current US$)",2009,186821705.9742
"Papua New Guinea","PNG","GDP at market prices (current US$)",2009,8105331929.8755035
"Poland","POL","GDP at market prices (current US$)",2009,436476394987.34015
"Puerto Rico","PRI","GDP at market prices (current US$)",2009,96385638000
"Portugal","PRT","GDP at market prices (current US$)",2009,243745748819.11642
"Paraguay","PRY","GDP at market prices (current US$)",2009,15929902138.13632
"Pacific island small states","PSS","GDP at market prices (current US$)",2009,5756599324.7892542
"Qatar","QAT","GDP at market prices (current US$)",2009,97798351648.351624
"Romania","ROU","GDP at market prices (current US$)",2009,167422949529.40018
"Russian Federation","RUS","GDP at market prices (current US$)",2009,1222644282201.8625
"Rwanda","RWA","GDP at market prices (current US$)",2009,5308990459.4784307
"South Asia","SAS","GDP at market prices (current US$)",2009,1706841276032.9922
"Saudi Arabia","SAU","GDP at market prices (current US$)",2009,429097866666.66669
"Sudan","SDN","GDP at market prices (current US$)",2009,53150209167.93396
"Senegal","SEN","GDP at market prices (current US$)",2009,12812994418.940149
"Singapore","SGP","GDP at market prices (current US$)",2009,192408387762.11758
"Solomon Islands","SLB","GDP at market prices (current US$)",2009,597762270.79406285
"Sierra Leone","SLE","GDP at market prices (current US$)",2009,2453899846.8831687
"El Salvador","SLV","GDP at market prices (current US$)",2009,20661000000
"Serbia","SRB","GDP at market prices (current US$)",2009,42616653299.911514
"Sub-Saharan Africa (developing only)","SSA","GDP at market prices (current US$)",2009,984886107167.11157
"South Sudan","SSD","GDP at market prices (current US$)",2009,12231362022.685946
